model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -2.105365E-004      5.454415E-005      2.419284E-005     -7.054145E-005      1.444322E-004      2.212076E-005
           0.087266                NaN                NaN                NaN      1.123376E-004      5.760220E-005      2.215450E-005
           0.174533                NaN                NaN                NaN      1.045574E-004      4.122685E-005      2.241745E-005
           0.261799                NaN                NaN                NaN      5.781101E-005      3.184976E-005      2.296817E-005
           0.349066     -2.794909E-004      6.005058E-005      2.462991E-005      5.379596E-006      2.965434E-005      2.372348E-005
           0.436332                NaN                NaN                NaN     -4.052375E-006      2.581910E-005      2.458338E-005
           0.523599                NaN                NaN                NaN      1.743526E-005      2.588929E-005      2.543715E-005
           0.610865                NaN                NaN                NaN      5.314257E-005      2.460096E-005      2.616898E-005
           0.698132     -3.506468E-004      4.424304E-005      2.434743E-005      6.816276E-005      2.350855E-005      2.666664E-005
           0.785398                NaN                NaN                NaN      6.777557E-005      2.337487E-005      2.684011E-005
           0.872665                NaN                NaN                NaN     -5.751712E-005      2.677314E-005      2.666230E-005
           0.959931                NaN                NaN                NaN     -1.597047E-004      3.155169E-005      2.625292E-005
           1.047198     -1.875043E-004      4.505823E-005      2.350564E-005     -2.491834E-004      3.580822E-005      2.602580E-005
           1.134464                NaN                NaN                NaN      3.341267E-006      4.418871E-005      2.684771E-005
           1.221731                NaN                NaN                NaN      8.471491E-004      7.067072E-005      2.996000E-005
           1.308997                NaN                NaN                NaN      1.944028E-003      1.307979E-004      3.648473E-005
           1.396263     -1.297118E-004      4.375880E-005      2.259146E-005      3.580552E-003      2.154169E-004      4.697326E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      6.146947E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      7.982628E-005
           1.745329     -1.003262E-004      3.979685E-005      2.188350E-005                NaN                NaN                NaN
           2.094395      4.842574E-005      3.393491E-005      2.159901E-005                NaN                NaN                NaN
           2.443461      1.899632E-004      3.300419E-005      2.199711E-005                NaN                NaN                NaN
           2.792527      1.340655E-004      4.125791E-005      2.269558E-005                NaN                NaN                NaN
           3.141593      1.215695E-004      4.633743E-005      2.358800E-005                NaN                NaN                NaN
           3.490659      1.560786E-004      5.003512E-005      2.429932E-005                NaN                NaN                NaN
           3.839725      1.279346E-004      5.647210E-005      2.446644E-005                NaN                NaN                NaN
           4.188790      4.212098E-005      5.990298E-005      2.401350E-005                NaN                NaN                NaN
           4.537856      3.192944E-005      5.278349E-005      2.324432E-005                NaN                NaN                NaN
           4.886922      9.821907E-005      3.634069E-005      2.245849E-005                NaN                NaN                NaN
           5.235988      2.029869E-004      2.783565E-005      2.204634E-005                NaN                NaN                NaN
           5.585054      1.713379E-004      2.896944E-005      2.249034E-005                NaN                NaN                NaN
           5.934120      8.153077E-006      3.207592E-005      2.330596E-005                NaN                NaN                NaN
           6.283185     -2.105365E-004      5.454415E-005      2.419284E-005                NaN                NaN                NaN
