model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -1.883173E-004      1.708098E-005      2.051499E-005      4.027636E-005      5.977308E-005      1.750534E-005
           0.087266                NaN                NaN                NaN      8.681547E-005      2.191668E-005      1.749551E-005
           0.174533                NaN                NaN                NaN     -3.967575E-005      1.659282E-005      1.775726E-005
           0.261799                NaN                NaN                NaN     -3.560324E-005      1.461856E-005      1.827301E-005
           0.349066     -1.331753E-004      1.498326E-005      2.002640E-005     -8.155404E-005      1.341186E-005      1.896908E-005
           0.436332                NaN                NaN                NaN     -1.094907E-004      1.275142E-005      1.975756E-005
           0.523599                NaN                NaN                NaN     -1.114574E-004      1.284775E-005      2.054215E-005
           0.610865                NaN                NaN                NaN      8.410629E-007      1.267484E-005      2.122329E-005
           0.698132     -9.795725E-005      1.267178E-005      1.912246E-005      1.084206E-004      1.232673E-005      2.170583E-005
           0.785398                NaN                NaN                NaN      2.041767E-004      1.273431E-005      2.191588E-005
           0.872665                NaN                NaN                NaN      1.499794E-004      1.502768E-005      2.183904E-005
           0.959931                NaN                NaN                NaN     -9.962719E-005      1.611161E-005      2.159994E-005
           1.047198     -1.040819E-005      1.353168E-005      1.813154E-005     -3.874440E-004      1.980682E-005      2.160327E-005
           1.134464                NaN                NaN                NaN     -3.926781E-004      2.405925E-005      2.268617E-005
           1.221731                NaN                NaN                NaN      2.948019E-004      3.606880E-005      2.601691E-005
           1.308997                NaN                NaN                NaN      2.603837E-003      6.262778E-005      3.254465E-005
           1.396263      1.046401E-004      1.264812E-005      1.759638E-005      4.319428E-003      2.300970E-004      4.261539E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      5.619461E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      7.316592E-005
           1.745329      1.379451E-004      1.225463E-005      1.815174E-005                NaN                NaN                NaN
           2.094395      8.172495E-005      1.288309E-005      2.122324E-005                NaN                NaN                NaN
           2.443461      2.554766E-005      1.305816E-005      2.169171E-005                NaN                NaN                NaN
           2.792527     -6.319827E-005      1.281457E-005      2.054712E-005                NaN                NaN                NaN
           3.141593     -1.143611E-004      1.279575E-005      2.035802E-005                NaN                NaN                NaN
           3.490659     -1.429220E-004      1.409934E-005      1.987427E-005                NaN                NaN                NaN
           3.839725     -9.501671E-005      1.420623E-005      1.901039E-005                NaN                NaN                NaN
           4.188790     -7.249135E-005      1.394591E-005      1.808342E-005                NaN                NaN                NaN
           4.537856      1.027938E-004      1.406515E-005      1.764587E-005                NaN                NaN                NaN
           4.886922      1.859764E-004      1.283793E-005      1.839352E-005                NaN                NaN                NaN
           5.235988      1.844681E-004      1.383139E-005      2.215906E-005                NaN                NaN                NaN
           5.585054      5.822821E-005      1.262576E-005      2.132713E-005                NaN                NaN                NaN
           5.934120     -1.443600E-004      1.866912E-005      2.062712E-005                NaN                NaN                NaN
           6.283185     -1.883173E-004      1.708098E-005      2.051499E-005                NaN                NaN                NaN
