model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      8.502599E-005      1.964928E-005      2.093289E-005      2.435647E-005      8.122022E-005      1.812465E-005
           0.087266                NaN                NaN                NaN      1.113326E-004      2.490818E-005      1.815849E-005
           0.174533                NaN                NaN                NaN      1.205644E-004      1.894045E-005      1.841578E-005
           0.261799                NaN                NaN                NaN     -1.270833E-006      1.601142E-005      1.893499E-005
           0.349066      1.851436E-004      1.843997E-005      2.086359E-005     -1.419795E-004      1.550964E-005      1.964460E-005
           0.436332                NaN                NaN                NaN     -1.752739E-004      1.448516E-005      2.045784E-005
           0.523599                NaN                NaN                NaN     -8.305049E-005      1.390224E-005      2.127794E-005
           0.610865                NaN                NaN                NaN      4.220915E-005      1.440321E-005      2.200307E-005
           0.698132      2.136482E-004      1.610137E-005      2.053453E-005      1.264696E-004      1.435963E-005      2.253389E-005
           0.785398                NaN                NaN                NaN      1.491662E-004      1.488979E-005      2.279091E-005
           0.872665                NaN                NaN                NaN      1.520075E-004      1.738432E-005      2.275429E-005
           0.959931                NaN                NaN                NaN     -5.695878E-005      1.862108E-005      2.254804E-005
           1.047198      5.027710E-005      1.548247E-005      1.973278E-005     -2.505476E-004      2.166446E-005      2.259129E-005
           1.134464                NaN                NaN                NaN     -2.922994E-004      2.598595E-005      2.376521E-005
           1.221731                NaN                NaN                NaN      2.335536E-004      3.407467E-005      2.731399E-005
           1.308997                NaN                NaN                NaN      1.828057E-003      6.020264E-005      3.426301E-005
           1.396263     -1.113725E-004      1.313656E-005      1.891597E-005      2.637106E-003      2.916839E-004      4.499893E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      5.949554E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      7.763136E-005
           1.745329     -1.109443E-004      1.205837E-005      1.870719E-005                NaN                NaN                NaN
           2.094395     -4.278222E-005      1.253841E-005      1.836738E-005                NaN                NaN                NaN
           2.443461     -2.818040E-005      1.433112E-005      1.899718E-005                NaN                NaN                NaN
           2.792527      1.021066E-005      1.469792E-005      2.059612E-005                NaN                NaN                NaN
           3.141593      8.266340E-005      1.506756E-005      2.071912E-005                NaN                NaN                NaN
           3.490659      1.541372E-004      1.544521E-005      2.071672E-005                NaN                NaN                NaN
           3.839725      1.561565E-004      1.617441E-005      2.040611E-005                NaN                NaN                NaN
           4.188790      1.202446E-004      1.540131E-005      1.984488E-005                NaN                NaN                NaN
           4.537856     -2.444462E-006      1.468438E-005      1.903278E-005                NaN                NaN                NaN
           4.886922     -1.321434E-004      1.305195E-005      1.881180E-005                NaN                NaN                NaN
           5.235988     -1.290538E-004      1.453576E-005      1.872989E-005                NaN                NaN                NaN
           5.585054     -8.079519E-005      1.521682E-005      1.938826E-005                NaN                NaN                NaN
           5.934120      6.480220E-006      2.090314E-005      2.055909E-005                NaN                NaN                NaN
           6.283185      8.502599E-005      1.964928E-005      2.093289E-005                NaN                NaN                NaN
