model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -7.659032E-005      1.975661E-005      2.057489E-005      2.148470E-005      6.636332E-005      1.761421E-005
           0.087266                NaN                NaN                NaN      1.455927E-006      1.875786E-005      1.778430E-005
           0.174533                NaN                NaN                NaN     -6.588857E-005      1.420590E-005      1.817888E-005
           0.261799                NaN                NaN                NaN     -7.296375E-005      1.323053E-005      1.882529E-005
           0.349066     -2.659387E-005      2.163933E-005      2.036227E-005     -9.033700E-005      1.300096E-005      1.965083E-005
           0.436332                NaN                NaN                NaN     -7.791953E-005      1.278387E-005      2.057066E-005
           0.523599                NaN                NaN                NaN     -3.669840E-005      1.240909E-005      2.149218E-005
           0.610865                NaN                NaN                NaN      1.637747E-005      1.246213E-005      2.231807E-005
           0.698132     -7.971730E-005      1.560599E-005      1.917099E-005      5.342465E-005      1.168807E-005      2.295105E-005
           0.785398                NaN                NaN                NaN      1.410855E-004      1.229717E-005      2.330572E-005
           0.872665                NaN                NaN                NaN      1.309078E-004      1.395599E-005      2.333704E-005
           0.959931                NaN                NaN                NaN      5.761208E-005      1.485981E-005      2.310182E-005
           1.047198     -7.312041E-005      1.617371E-005      1.776326E-005     -1.369063E-004      1.734431E-005      2.287582E-005
           1.134464                NaN                NaN                NaN     -2.317218E-004      2.082180E-005      2.331900E-005
           1.221731                NaN                NaN                NaN      6.548786E-006      2.562831E-005      2.552231E-005
           1.308997                NaN                NaN                NaN      1.246907E-003      4.585338E-005      3.061880E-005
           1.396263     -1.519884E-004      1.370196E-005      1.613964E-005      3.362243E-003      1.458987E-004      3.920982E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      5.134518E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      6.686637E-005
           1.745329     -1.525082E-006      1.208962E-005      1.560743E-005                NaN                NaN                NaN
           2.094395      1.210756E-004      1.160470E-005      1.608340E-005                NaN                NaN                NaN
           2.443461      1.494526E-004      1.135517E-005      1.718404E-005                NaN                NaN                NaN
           2.792527      1.104585E-004      1.107318E-005      1.864426E-005                NaN                NaN                NaN
           3.141593      6.273625E-006      1.012999E-005      1.923788E-005                NaN                NaN                NaN
           3.490659     -8.370711E-005      1.050670E-005      1.928832E-005                NaN                NaN                NaN
           3.839725     -1.196451E-004      1.226435E-005      1.844370E-005                NaN                NaN                NaN
           4.188790     -9.866073E-005      1.288186E-005      1.739284E-005                NaN                NaN                NaN
           4.537856      2.351093E-005      1.199786E-005      1.610462E-005                NaN                NaN                NaN
           4.886922      9.438541E-005      1.078485E-005      1.599837E-005                NaN                NaN                NaN
           5.235988      4.528176E-005      1.188684E-005      1.693851E-005                NaN                NaN                NaN
           5.585054      3.588619E-006      1.367265E-005      1.840237E-005                NaN                NaN                NaN
           5.934120     -4.875693E-005      2.104543E-005      2.004106E-005                NaN                NaN                NaN
           6.283185     -7.659032E-005      1.975661E-005      2.057489E-005                NaN                NaN                NaN
