model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -3.122170E-005      2.049384E-005      1.729400E-005     -1.127802E-005      5.677021E-005      1.668749E-005
           0.087266                NaN                NaN                NaN      1.086796E-004      2.294973E-005      1.676038E-005
           0.174533                NaN                NaN                NaN      6.073000E-005      1.727525E-005      1.694380E-005
           0.261799                NaN                NaN                NaN     -2.041544E-005      1.381850E-005      1.733114E-005
           0.349066     -1.112465E-004      1.729737E-005      1.811968E-005     -7.551072E-005      1.126927E-005      1.786495E-005
           0.436332                NaN                NaN                NaN     -6.971732E-005      1.050172E-005      1.847539E-005
           0.523599                NaN                NaN                NaN     -2.336942E-005      9.747487E-006      1.908324E-005
           0.610865                NaN                NaN                NaN      2.836243E-005      9.856923E-006      1.960300E-005
           0.698132     -1.032318E-004      1.273020E-005      1.874200E-005      9.639797E-005      1.014466E-005      1.994822E-005
           0.785398                NaN                NaN                NaN      1.270222E-004      1.156387E-005      2.004347E-005
           0.872665                NaN                NaN                NaN      8.586179E-005      1.371833E-005      1.985211E-005
           0.959931                NaN                NaN                NaN     -9.065908E-005      1.523189E-005      1.943633E-005
           1.047198      1.106608E-005      2.430071E-005      1.897009E-005     -3.013243E-004      1.900684E-005      1.906938E-005
           1.134464                NaN                NaN                NaN     -3.237827E-004      2.260444E-005      1.937449E-005
           1.221731                NaN                NaN                NaN      2.003205E-004      3.711493E-005      2.130715E-005
           1.308997                NaN                NaN                NaN      1.134280E-003      6.726453E-005      2.579733E-005
           1.396263      9.460826E-005      2.026192E-005      1.880683E-005      3.473633E-003      1.147920E-004      3.334140E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      4.398261E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      5.757835E-005
           1.745329      1.325443E-004      1.611006E-005      1.831549E-005                NaN                NaN                NaN
           2.094395      1.397855E-004      1.735089E-005      1.759066E-005                NaN                NaN                NaN
           2.443461      1.384491E-004      1.578914E-005      1.711551E-005                NaN                NaN                NaN
           2.792527      5.253778E-005      1.147969E-005      1.703813E-005                NaN                NaN                NaN
           3.141593     -6.534221E-005      1.102874E-005      1.751859E-005                NaN                NaN                NaN
           3.490659     -1.233579E-004      1.321520E-005      1.831184E-005                NaN                NaN                NaN
           3.839725     -1.546856E-004      1.199320E-005      1.878125E-005                NaN                NaN                NaN
           4.188790     -7.489808E-005      1.714254E-005      1.877032E-005                NaN                NaN                NaN
           4.537856      5.917287E-007      1.869741E-005      1.837667E-005                NaN                NaN                NaN
           4.886922      9.351451E-006      1.771317E-005      1.769848E-005                NaN                NaN                NaN
           5.235988      6.327961E-005      1.616853E-005      1.697067E-005                NaN                NaN                NaN
           5.585054      3.922705E-005      2.259057E-005      1.662464E-005                NaN                NaN                NaN
           5.934120      2.153489E-005      2.089021E-005      1.672189E-005                NaN                NaN                NaN
           6.283185     -3.122170E-005      2.049384E-005      1.729400E-005                NaN                NaN                NaN
