model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -1.183412E-004      1.380267E-005      1.751522E-005     -5.691574E-005      5.972813E-005      1.524481E-005
           0.087266                NaN                NaN                NaN     -1.148223E-004      1.767587E-005      1.532995E-005
           0.174533                NaN                NaN                NaN     -1.418327E-004      1.460263E-005      1.563664E-005
           0.261799                NaN                NaN                NaN     -1.564581E-004      1.137771E-005      1.619850E-005
           0.349066     -9.019169E-005      1.738677E-005      1.751573E-005     -1.510068E-004      1.049003E-005      1.693721E-005
           0.436332                NaN                NaN                NaN     -5.573443E-005      1.020386E-005      1.776212E-005
           0.523599                NaN                NaN                NaN     -1.897980E-005      1.047359E-005      1.857684E-005
           0.610865                NaN                NaN                NaN      6.659224E-005      1.072514E-005      1.928401E-005
           0.698132     -3.950872E-005      1.365896E-005      1.749219E-005      1.235898E-004      1.097203E-005      1.979221E-005
           0.785398                NaN                NaN                NaN      2.221403E-004      1.173128E-005      2.003179E-005
           0.872665                NaN                NaN                NaN      1.390931E-004      1.400116E-005      1.999138E-005
           0.959931                NaN                NaN                NaN     -1.072804E-004      1.633433E-005      1.979460E-005
           1.047198      1.309186E-006      1.279007E-005      1.686069E-005     -5.067831E-004      1.976239E-005      1.983544E-005
           1.134464                NaN                NaN                NaN     -5.380677E-004      2.482055E-005      2.091908E-005
           1.221731                NaN                NaN                NaN      8.956337E-005      3.294471E-005      2.414567E-005
           1.308997                NaN                NaN                NaN      1.910301E-003      5.263032E-005      3.037650E-005
           1.396263      1.240173E-004      1.197373E-005      1.640136E-005      3.365780E-003      4.942918E-004      3.990403E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      5.268511E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      6.861200E-005
           1.745329      1.249198E-004      1.231484E-005      1.636024E-005                NaN                NaN                NaN
           2.094395      1.044432E-004      1.244049E-005      1.642446E-005                NaN                NaN                NaN
           2.443461     -8.708316E-006      1.247531E-005      1.701111E-005                NaN                NaN                NaN
           2.792527     -1.213381E-004      1.102728E-005      1.751399E-005                NaN                NaN                NaN
           3.141593     -1.302200E-004      1.024880E-005      1.763209E-005                NaN                NaN                NaN
           3.490659     -1.157768E-004      1.146881E-005      1.733003E-005                NaN                NaN                NaN
           3.839725      1.002071E-005      1.174348E-005      1.687115E-005                NaN                NaN                NaN
           4.188790      7.232390E-005      1.062639E-005      1.611842E-005                NaN                NaN                NaN
           4.537856      1.353577E-004      9.919069E-006      1.559304E-005                NaN                NaN                NaN
           4.886922      1.168791E-004      9.081574E-006      1.557790E-005                NaN                NaN                NaN
           5.235988      4.918659E-005      1.028564E-005      1.558815E-005                NaN                NaN                NaN
           5.585054     -8.192552E-005      9.557550E-006      1.633381E-005                NaN                NaN                NaN
           5.934120     -1.306269E-004      1.110179E-005      1.707646E-005                NaN                NaN                NaN
           6.283185     -1.183412E-004      1.380267E-005      1.751522E-005                NaN                NaN                NaN
