model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      1.774417E-004      7.553178E-006      1.108462E-005      3.243451E-005      4.117552E-005      9.779333E-006
           0.087266                NaN                NaN                NaN      1.730517E-005      1.523269E-005      1.008740E-005
           0.174533                NaN                NaN                NaN     -1.211902E-004      1.111797E-005      1.027131E-005
           0.261799                NaN                NaN                NaN     -2.495379E-004      9.631928E-006      1.061060E-005
           0.349066      1.874788E-004      8.286297E-006      1.087967E-005     -3.018753E-004      8.937322E-006      1.106409E-005
           0.436332                NaN                NaN                NaN     -2.756840E-004      8.523101E-006      1.158225E-005
           0.523599                NaN                NaN                NaN     -1.572982E-004      8.610081E-006      1.210990E-005
           0.610865                NaN                NaN                NaN      2.524188E-005      8.339126E-006      1.258790E-005
           0.698132      1.219461E-004      9.222099E-006      1.031963E-005      2.073252E-004      8.193083E-006      1.295544E-005
           0.785398                NaN                NaN                NaN      3.678302E-004      8.266416E-006      1.315611E-005
           0.872665                NaN                NaN                NaN      3.364088E-004      9.134645E-006      1.315379E-005
           0.959931                NaN                NaN                NaN      1.404459E-004      9.551756E-006      1.296894E-005
           1.047198      5.389469E-005      9.400707E-006      9.612043E-006     -2.639854E-004      1.065943E-005      1.275221E-005
           1.134464                NaN                NaN                NaN     -6.153102E-004      1.204088E-005      1.289806E-005
           1.221731                NaN                NaN                NaN     -6.343903E-004      1.499018E-005      1.409563E-005
           1.308997                NaN                NaN                NaN      5.855156E-004      2.211589E-005      1.707606E-005
           1.396263     -1.344051E-004      9.091960E-006      9.080232E-006      3.323915E-003      3.981030E-005      2.220341E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      2.947269E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      3.876223E-005
           1.745329     -1.532725E-004      8.696853E-006      9.026259E-006                NaN                NaN                NaN
           2.094395     -1.114610E-004      8.016817E-006      9.504109E-006                NaN                NaN                NaN
           2.443461     -7.256399E-005      7.205399E-006      1.026098E-005                NaN                NaN                NaN
           2.792527      2.591779E-005      6.402136E-006      1.091284E-005                NaN                NaN                NaN
           3.141593      1.382137E-004      6.400036E-006      1.117250E-005                NaN                NaN                NaN
           3.490659      1.671354E-004      7.767889E-006      1.096745E-005                NaN                NaN                NaN
           3.839725      7.245248E-005      9.570646E-006      1.039060E-005                NaN                NaN                NaN
           4.188790     -3.333631E-005      9.407991E-006      9.667056E-006                NaN                NaN                NaN
           4.537856     -1.073010E-004      8.737416E-006      9.128179E-006                NaN                NaN                NaN
           4.886922     -1.405030E-004      8.408722E-006      9.072413E-006                NaN                NaN                NaN
           5.235988     -1.632318E-004      7.970911E-006      9.540455E-006                NaN                NaN                NaN
           5.585054     -8.628455E-005      7.416786E-006      1.026292E-005                NaN                NaN                NaN
           5.934120      3.495488E-005      7.192547E-006      1.086011E-005                NaN                NaN                NaN
           6.283185      1.774417E-004      7.553178E-006      1.108462E-005                NaN                NaN                NaN
