model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      1.320678E-004      1.858852E-005      2.319827E-005      1.158284E-005      5.711993E-005      2.017542E-005
           0.087266                NaN                NaN                NaN      5.592651E-005      2.646362E-005      2.033446E-005
           0.174533                NaN                NaN                NaN      5.180923E-005      1.934257E-005      2.061363E-005
           0.261799                NaN                NaN                NaN      7.880214E-005      1.773839E-005      2.115894E-005
           0.349066      1.310706E-004      1.793895E-005      2.353268E-005      1.084304E-004      1.507909E-005      2.190425E-005
           0.436332                NaN                NaN                NaN      1.292531E-004      1.385818E-005      2.276639E-005
           0.523599                NaN                NaN                NaN      5.919122E-005      1.510632E-005      2.364875E-005
           0.610865                NaN                NaN                NaN     -1.201091E-004      1.489358E-005      2.444417E-005
           0.698132      5.083342E-005      1.500519E-005      2.342152E-005     -1.445068E-004      1.589351E-005      2.504022E-005
           0.785398                NaN                NaN                NaN     -1.020713E-004      1.572154E-005      2.533350E-005
           0.872665                NaN                NaN                NaN     -3.389643E-005      1.613893E-005      2.526642E-005
           0.959931                NaN                NaN                NaN      3.422126E-005      2.068601E-005      2.491226E-005
           1.047198      7.838528E-006      1.697515E-005      2.302200E-005      3.065006E-005      2.330335E-005      2.464615E-005
           1.134464                NaN                NaN                NaN      5.298009E-005      2.949835E-005      2.538968E-005
           1.221731                NaN                NaN                NaN      5.938820E-004      4.522301E-005      2.863286E-005
           1.308997                NaN                NaN                NaN      1.806148E-003      7.363808E-005      3.576344E-005
           1.396263     -7.696143E-005      1.634350E-005      2.256076E-005      2.627827E-003      2.040077E-004      4.734674E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      6.333240E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      8.352253E-005
           1.745329     -1.254756E-004      1.556765E-005      2.175618E-005                NaN                NaN                NaN
           2.094395     -1.282458E-004      1.533727E-005      2.109741E-005                NaN                NaN                NaN
           2.443461     -4.349378E-005      1.485577E-005      2.116633E-005                NaN                NaN                NaN
           2.792527      5.999580E-005      1.380808E-005      2.172347E-005                NaN                NaN                NaN
           3.141593      1.018462E-004      1.305851E-005      2.233187E-005                NaN                NaN                NaN
           3.490659      1.195180E-004      1.366689E-005      2.266536E-005                NaN                NaN                NaN
           3.839725      3.309106E-005      1.594236E-005      2.262407E-005                NaN                NaN                NaN
           4.188790     -3.200581E-005      1.729478E-005      2.236436E-005                NaN                NaN                NaN
           4.537856     -9.259080E-005      1.828125E-005      2.216614E-005                NaN                NaN                NaN
           4.886922     -1.024454E-004      1.801019E-005      2.188230E-005                NaN                NaN                NaN
           5.235988     -5.097076E-005      1.676798E-005      2.154083E-005                NaN                NaN                NaN
           5.585054     -3.177575E-005      1.436423E-005      2.181959E-005                NaN                NaN                NaN
           5.934120      2.876893E-005      2.026157E-005      2.251929E-005                NaN                NaN                NaN
           6.283185      1.320678E-004      1.858852E-005      2.319827E-005                NaN                NaN                NaN
