model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      1.775606E-005      1.757661E-005      2.282050E-005     -1.102063E-005      5.689141E-005      1.877439E-005
           0.087266                NaN                NaN                NaN      6.749237E-005      2.617619E-005      1.872262E-005
           0.174533                NaN                NaN                NaN      3.069952E-005      1.753312E-005      1.899862E-005
           0.261799                NaN                NaN                NaN     -1.870331E-005      1.534987E-005      1.956251E-005
           0.349066     -4.429253E-005      1.581291E-005      2.188408E-005     -1.012211E-004      1.384053E-005      2.033144E-005
           0.436332                NaN                NaN                NaN     -8.530390E-005      1.320842E-005      2.120688E-005
           0.523599                NaN                NaN                NaN     -5.018975E-005      1.332486E-005      2.208232E-005
           0.610865                NaN                NaN                NaN      8.060406E-005      1.395853E-005      2.285094E-005
           0.698132     -6.831819E-005      1.069045E-005      2.078847E-005      1.159550E-004      1.496501E-005      2.341848E-005
           0.785398                NaN                NaN                NaN      1.392469E-004      1.563880E-005      2.373107E-005
           0.872665                NaN                NaN                NaN      6.538154E-005      1.825908E-005      2.383527E-005
           0.959931                NaN                NaN                NaN     -9.574142E-005      2.237326E-005      2.399339E-005
           1.047198     -4.070391E-005      1.170107E-005      1.985641E-005     -3.041329E-004      2.627969E-005      2.484980E-005
           1.134464                NaN                NaN                NaN     -4.249976E-004      3.272666E-005      2.750545E-005
           1.221731                NaN                NaN                NaN      1.397458E-004      4.097552E-005      3.320359E-005
           1.308997                NaN                NaN                NaN      1.691625E-003      6.623342E-005      4.275968E-005
           1.396263     -1.447565E-005      1.172719E-005      1.994699E-005      2.973508E-003      2.578401E-004      5.643276E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      7.421930E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      9.606257E-005
           1.745329      6.129536E-005      1.509359E-005      2.094221E-005                NaN                NaN                NaN
           2.094395      1.595416E-004      1.807324E-005      2.206121E-005                NaN                NaN                NaN
           2.443461      2.561990E-004      2.089062E-005      2.338464E-005                NaN                NaN                NaN
           2.792527      1.488123E-004      2.177117E-005      2.447607E-005                NaN                NaN                NaN
           3.141593      1.431537E-005      2.085424E-005      2.434265E-005                NaN                NaN                NaN
           3.490659     -1.486345E-004      1.990578E-005      2.352444E-005                NaN                NaN                NaN
           3.839725     -1.723823E-004      1.873733E-005      2.256840E-005                NaN                NaN                NaN
           4.188790     -1.150372E-004      1.755248E-005      2.146737E-005                NaN                NaN                NaN
           4.537856     -1.053164E-004      1.614823E-005      2.108944E-005                NaN                NaN                NaN
           4.886922     -6.896031E-006      1.617095E-005      2.164805E-005                NaN                NaN                NaN
           5.235988      9.895283E-005      1.835221E-005      2.171512E-005                NaN                NaN                NaN
           5.585054      1.906869E-004      1.560538E-005      2.245155E-005                NaN                NaN                NaN
           5.934120      1.110145E-004      1.413827E-005      2.352934E-005                NaN                NaN                NaN
           6.283185      1.775606E-005      1.757661E-005      2.282050E-005                NaN                NaN                NaN
