model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      1.996779E-004      1.509789E-005      1.501147E-005     -8.678158E-006      4.720607E-005      1.401036E-005
           0.087266                NaN                NaN                NaN      7.589073E-005      2.006872E-005      1.390287E-005
           0.174533                NaN                NaN                NaN     -1.421392E-005      1.368167E-005      1.418634E-005
           0.261799                NaN                NaN                NaN     -1.050585E-004      1.177378E-005      1.465713E-005
           0.349066      4.021613E-004      1.359957E-005      1.487400E-005     -1.351523E-004      1.053748E-005      1.526223E-005
           0.436332                NaN                NaN                NaN     -1.220278E-004      1.060520E-005      1.593910E-005
           0.523599                NaN                NaN                NaN     -6.654151E-005      1.046357E-005      1.661913E-005
           0.610865                NaN                NaN                NaN      2.664918E-005      1.037627E-005      1.723021E-005
           0.698132      3.762981E-004      1.184647E-005      1.434687E-005      1.657390E-004      1.066545E-005      1.770079E-005
           0.785398                NaN                NaN                NaN      2.341695E-004      1.095328E-005      1.796925E-005
           0.872665                NaN                NaN                NaN      1.352910E-004      1.151748E-005      1.800554E-005
           0.959931                NaN                NaN                NaN     -3.200035E-005      1.332407E-005      1.785679E-005
           1.047198      1.579966E-004      1.132015E-005      1.297332E-005     -3.520972E-004      1.493107E-005      1.773215E-005
           1.134464                NaN                NaN                NaN     -4.698363E-004      1.875645E-005      1.811992E-005
           1.221731                NaN                NaN                NaN      7.715639E-005      2.571760E-005      1.981931E-005
           1.308997                NaN                NaN                NaN      1.929226E-003      4.491086E-005      2.366422E-005
           1.396263     -6.323369E-005      1.055218E-005      1.287153E-005      3.987099E-003      1.302719E-004      3.010826E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      3.920021E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      5.082945E-005
           1.745329     -2.163211E-004      1.086328E-005      1.263830E-005                NaN                NaN                NaN
           2.094395     -2.470328E-004      1.065311E-005      1.297730E-005                NaN                NaN                NaN
           2.443461     -1.591801E-004      1.062738E-005      1.365437E-005                NaN                NaN                NaN
           2.792527      7.681129E-006      9.614195E-006      1.430823E-005                NaN                NaN                NaN
           3.141593      1.816246E-004      9.392824E-006      1.465201E-005                NaN                NaN                NaN
           3.490659      2.416030E-004      9.388787E-006      1.456660E-005                NaN                NaN                NaN
           3.839725      1.849545E-004      9.809602E-006      1.411911E-005                NaN                NaN                NaN
           4.188790      6.517338E-005      9.923698E-006      1.328063E-005                NaN                NaN                NaN
           4.537856     -7.613163E-005      9.844734E-006      1.301763E-005                NaN                NaN                NaN
           4.886922     -1.706945E-004      9.388070E-006      1.293062E-005                NaN                NaN                NaN
           5.235988     -2.130186E-004      1.089540E-005      1.336275E-005                NaN                NaN                NaN
           5.585054     -2.492255E-004      1.244950E-005      1.407436E-005                NaN                NaN                NaN
           5.934120     -1.106586E-004      1.374362E-005      1.471134E-005                NaN                NaN                NaN
           6.283185      1.996779E-004      1.509789E-005      1.501147E-005                NaN                NaN                NaN
