model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      6.957237E-005      1.917361E-005      2.255236E-005     -3.347575E-006      6.597984E-005      1.879335E-005
           0.087266                NaN                NaN                NaN      6.458673E-005      2.875833E-005      1.871808E-005
           0.174533                NaN                NaN                NaN      9.785732E-005      2.296454E-005      1.898939E-005
           0.261799                NaN                NaN                NaN      6.053149E-005      1.730092E-005      1.954300E-005
           0.349066      2.767076E-005      2.261405E-005      2.287073E-005      1.098384E-006      1.519933E-005      2.029509E-005
           0.436332                NaN                NaN                NaN     -3.120267E-005      1.589906E-005      2.114707E-005
           0.523599                NaN                NaN                NaN     -2.055363E-005      1.607268E-005      2.199300E-005
           0.610865                NaN                NaN                NaN      6.503598E-006      1.563412E-005      2.272672E-005
           0.698132     -2.267011E-005      1.603308E-005      2.229131E-005      5.721254E-005      1.673647E-005      2.325298E-005
           0.785398                NaN                NaN                NaN      2.479619E-005      1.794058E-005      2.351114E-005
           0.872665                NaN                NaN                NaN     -1.186150E-005      1.697994E-005      2.352615E-005
           0.959931                NaN                NaN                NaN     -1.546984E-004      2.324498E-005      2.350832E-005
           1.047198     -1.531211E-004      1.532081E-005      2.168322E-005     -2.149495E-004      2.502247E-005      2.400804E-005
           1.134464                NaN                NaN                NaN      1.745070E-004      3.185443E-005      2.601859E-005
           1.221731                NaN                NaN                NaN      1.193912E-003      4.721720E-005      3.074091E-005
           1.308997                NaN                NaN                NaN      3.525681E-003      1.153274E-004      3.902974E-005
           1.396263     -1.687506E-004      1.684375E-005      2.100437E-005      2.761092E-003      3.743215E-004      5.118321E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      6.720320E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      8.702889E-005
           1.745329     -1.376567E-004      2.180340E-005      2.064232E-005                NaN                NaN                NaN
           2.094395     -6.919135E-005      1.722231E-005      2.092370E-005                NaN                NaN                NaN
           2.443461     -5.322363E-006      1.587213E-005      2.106252E-005                NaN                NaN                NaN
           2.792527      1.162602E-004      1.563869E-005      2.162943E-005                NaN                NaN                NaN
           3.141593      1.618688E-004      1.491607E-005      2.189225E-005                NaN                NaN                NaN
           3.490659      9.172771E-005      1.364791E-005      2.223964E-005                NaN                NaN                NaN
           3.839725     -1.581273E-005      1.579491E-005      2.153929E-005                NaN                NaN                NaN
           4.188790     -7.753648E-005      1.911619E-005      2.087430E-005                NaN                NaN                NaN
           4.537856     -7.583440E-005      1.999064E-005      2.044424E-005                NaN                NaN                NaN
           4.886922     -7.928547E-005      1.966430E-005      2.026646E-005                NaN                NaN                NaN
           5.235988      5.583207E-005      1.689593E-005      2.079944E-005                NaN                NaN                NaN
           5.585054      1.457205E-004      1.578495E-005      2.131246E-005                NaN                NaN                NaN
           5.934120      1.073356E-004      1.832820E-005      2.209641E-005                NaN                NaN                NaN
           6.283185      6.957237E-005      1.917361E-005      2.255236E-005                NaN                NaN                NaN
