model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000       3.503005E-05       4.539165E-05       5.536106E-05       9.265690E-05       1.519935E-04       4.993070E-05
           0.087266                NaN                NaN                NaN      -4.773860E-05       6.555419E-05       4.959652E-05
           0.174533                NaN                NaN                NaN      -1.434900E-04       4.783903E-05       5.050111E-05
           0.261799                NaN                NaN                NaN      -1.649382E-04       4.087622E-05       5.213626E-05
           0.349066      -8.429869E-05       5.307360E-05       5.693069E-05      -1.938479E-04       3.868748E-05       5.429302E-05
           0.436332                NaN                NaN                NaN      -1.424970E-04       3.645294E-05       5.672335E-05
           0.523599                NaN                NaN                NaN      -2.764608E-05       3.808870E-05       5.915475E-05
           0.610865                NaN                NaN                NaN       1.077228E-04       3.465472E-05       6.130137E-05
           0.698132      -1.533855E-06       4.181910E-05       5.567542E-05       2.008131E-04       3.647273E-05       6.288027E-05
           0.785398                NaN                NaN                NaN       1.449239E-04       3.897012E-05       6.364980E-05
           0.872665                NaN                NaN                NaN       1.489064E-04       4.468310E-05       6.350027E-05
           0.959931                NaN                NaN                NaN      -1.072600E-04       4.572039E-05       6.265043E-05
           1.047198       6.525611E-05       4.123798E-05       5.361200E-05      -3.700531E-04       5.613858E-05       6.202001E-05
           1.134464                NaN                NaN                NaN      -3.454457E-04       6.944818E-05       6.372717E-05
           1.221731                NaN                NaN                NaN      -8.373147E-05       9.615868E-05       7.109636E-05
           1.308997                NaN                NaN                NaN       1.445917E-03       1.249095E-04       8.726637E-05
           1.396263      -2.762167E-05       4.143175E-05       5.070862E-05       3.423435E-03       3.635204E-04       1.136248E-04
           1.483530                NaN                NaN                NaN                NaN                NaN       1.501251E-04
           1.570796                NaN                NaN                NaN                NaN                NaN       1.963252E-04
           1.745329      -4.289997E-05       3.363403E-05       4.982267E-05                NaN                NaN                NaN
           2.094395       9.298937E-05       3.814451E-05       5.073780E-05                NaN                NaN                NaN
           2.443461      -1.894605E-05       4.111452E-05       5.272822E-05                NaN                NaN                NaN
           2.792527       2.765031E-05       3.866380E-05       5.463465E-05                NaN                NaN                NaN
           3.141593       3.015623E-05       3.294648E-05       5.574833E-05                NaN                NaN                NaN
           3.490659       1.377055E-06       3.072992E-05       5.587718E-05                NaN                NaN                NaN
           3.839725       8.567995E-06       3.349586E-05       5.428636E-05                NaN                NaN                NaN
           4.188790      -7.170152E-05       3.748995E-05       5.203504E-05                NaN                NaN                NaN
           4.537856      -4.893154E-05       3.403803E-05       4.851259E-05                NaN                NaN                NaN
           4.886922      -5.251210E-06       2.997600E-05       4.759370E-05                NaN                NaN                NaN
           5.235988       4.279744E-05       2.950209E-05       4.853779E-05                NaN                NaN                NaN
           5.585054       6.757512E-05       3.092084E-05       5.088411E-05                NaN                NaN                NaN
           5.934120      -5.549834E-05       4.078602E-05       5.351883E-05                NaN                NaN                NaN
           6.283185       3.503005E-05       4.539165E-05       5.536106E-05                NaN                NaN                NaN
