model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      1.791964E-004      1.524346E-005      1.970484E-005      8.879526E-005      6.591906E-005      1.797716E-005
           0.087266                NaN                NaN                NaN      1.476173E-004      2.249607E-005      1.802776E-005
           0.174533                NaN                NaN                NaN      1.118252E-004      1.619428E-005      1.830240E-005
           0.261799                NaN                NaN                NaN      3.044900E-005      1.454775E-005      1.882832E-005
           0.349066      1.328655E-004      1.433363E-005      1.970822E-005     -7.963202E-005      1.323507E-005      1.952890E-005
           0.436332                NaN                NaN                NaN     -1.052410E-004      1.262247E-005      2.031387E-005
           0.523599                NaN                NaN                NaN      1.489974E-005      1.168620E-005      2.108483E-005
           0.610865                NaN                NaN                NaN      9.183944E-005      1.234960E-005      2.174074E-005
           0.698132      2.935463E-005      1.594260E-005      1.945074E-005      8.461194E-005      1.267860E-005      2.218600E-005
           0.785398                NaN                NaN                NaN      2.296220E-005      1.309307E-005      2.234786E-005
           0.872665                NaN                NaN                NaN     -6.336103E-005      1.485922E-005      2.221450E-005
           0.959931                NaN                NaN                NaN     -1.480177E-004      1.709681E-005      2.191312E-005
           1.047198     -7.317746E-005      1.970170E-005      1.949648E-005     -2.504274E-004      1.956116E-005      2.184611E-005
           1.134464                NaN                NaN                NaN      1.100751E-004      2.366692E-005      2.283604E-005
           1.221731                NaN                NaN                NaN      9.809842E-004      3.987136E-005      2.602936E-005
           1.308997                NaN                NaN                NaN      2.759577E-003      8.781515E-005      3.236995E-005
           1.396263     -9.883443E-005      2.239319E-005      1.930367E-005      4.367314E-003      3.592087E-004      4.220934E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      5.550950E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      7.214756E-005
           1.745329      4.374038E-006      2.112976E-005      2.001043E-005                NaN                NaN                NaN
           2.094395      2.930432E-005      2.116891E-005      2.031770E-005                NaN                NaN                NaN
           2.443461      1.627880E-006      1.838716E-005      2.076274E-005                NaN                NaN                NaN
           2.792527      1.523394E-006      1.550589E-005      2.067065E-005                NaN                NaN                NaN
           3.141593     -3.885069E-005      1.412741E-005      2.037190E-005                NaN                NaN                NaN
           3.490659     -7.983435E-005      1.367253E-005      1.968607E-005                NaN                NaN                NaN
           3.839725     -6.649159E-005      1.477546E-005      1.877251E-005                NaN                NaN                NaN
           4.188790     -1.062295E-005      1.438660E-005      1.821692E-005                NaN                NaN                NaN
           4.537856      1.609318E-005      1.192451E-005      1.760695E-005                NaN                NaN                NaN
           4.886922      4.951251E-005      1.057591E-005      1.801511E-005                NaN                NaN                NaN
           5.235988      1.467145E-005      1.079865E-005      1.833095E-005                NaN                NaN                NaN
           5.585054     -4.914720E-005      1.083198E-005      1.902136E-005                NaN                NaN                NaN
           5.934120      3.723749E-006      1.459138E-005      1.938844E-005                NaN                NaN                NaN
           6.283185      1.791964E-004      1.524346E-005      1.970484E-005                NaN                NaN                NaN
