model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      2.308188E-005      2.717927E-005      2.845126E-005      3.240371E-005      1.104391E-004      2.557573E-005
           0.087266                NaN                NaN                NaN      5.833181E-005      4.064939E-005      2.567615E-005
           0.174533                NaN                NaN                NaN     -2.987728E-005      3.481228E-005      2.608083E-005
           0.261799                NaN                NaN                NaN     -6.813126E-005      2.563276E-005      2.684078E-005
           0.349066     -1.038324E-004      2.285726E-005      2.816361E-005     -1.292693E-004      2.457292E-005      2.785321E-005
           0.436332                NaN                NaN                NaN     -1.490996E-004      2.431554E-005      2.899569E-005
           0.523599                NaN                NaN                NaN     -7.675981E-005      2.366868E-005      3.013270E-005
           0.610865                NaN                NaN                NaN      3.953062E-005      2.636931E-005      3.112186E-005
           0.698132     -1.521600E-004      2.691166E-005      2.770546E-005      1.636175E-004      2.527973E-005      3.182379E-005
           0.785398                NaN                NaN                NaN      2.253966E-004      2.629161E-005      3.212443E-005
           0.872665                NaN                NaN                NaN      9.161193E-005      2.839447E-005      3.198638E-005
           0.959931                NaN                NaN                NaN     -8.149475E-005      3.133264E-005      3.155772E-005
           1.047198     -1.293138E-004      2.859436E-005      2.651700E-005     -3.230243E-004      3.489845E-005      3.137178E-005
           1.134464                NaN                NaN                NaN     -3.810590E-004      4.114489E-005      3.258565E-005
           1.221731                NaN                NaN                NaN      4.052750E-004      5.303834E-005      3.689709E-005
           1.308997                NaN                NaN                NaN      1.461326E-003      1.009400E-004      4.577559E-005
           1.396263     -4.812521E-005      3.521677E-005      2.596111E-005      3.384296E-003      3.373491E-004      5.980613E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      7.894899E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      1.030115E-004
           1.745329     -3.563663E-005      4.069559E-005      2.597051E-005                NaN                NaN                NaN
           2.094395      3.312049E-005      3.905769E-005      2.652868E-005                NaN                NaN                NaN
           2.443461      1.214274E-005      3.592474E-005      2.727094E-005                NaN                NaN                NaN
           2.792527     -2.989391E-005      3.308843E-005      2.811194E-005                NaN                NaN                NaN
           3.141593     -4.770734E-005      3.226402E-005      2.800565E-005                NaN                NaN                NaN
           3.490659     -3.806079E-005      3.089476E-005      2.763317E-005                NaN                NaN                NaN
           3.839725     -6.337556E-005      3.314914E-005      2.713843E-005                NaN                NaN                NaN
           4.188790     -9.294433E-005      3.347114E-005      2.601445E-005                NaN                NaN                NaN
           4.537856     -8.385312E-006      3.437985E-005      2.550533E-005                NaN                NaN                NaN
           4.886922      1.289354E-004      3.257937E-005      2.559103E-005                NaN                NaN                NaN
           5.235988      2.157350E-004      3.109426E-005      2.631152E-005                NaN                NaN                NaN
           5.585054      1.753099E-004      2.422171E-005      2.728725E-005                NaN                NaN                NaN
           5.934120      1.073868E-004      2.626522E-005      2.839779E-005                NaN                NaN                NaN
           6.283185      2.308188E-005      2.717927E-005      2.845126E-005                NaN                NaN                NaN
