model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      2.902711E-004      4.447523E-005      3.423059E-005      1.184765E-004      1.042148E-004      2.821554E-005
           0.087266                NaN                NaN                NaN      2.072650E-004      3.767562E-005      2.827691E-005
           0.174533                NaN                NaN                NaN      1.639640E-004      3.330766E-005      2.873420E-005
           0.261799                NaN                NaN                NaN     -3.839569E-005      3.017945E-005      2.960448E-005
           0.349066      2.754786E-004      4.019579E-005      3.393338E-005     -1.705142E-004      2.562715E-005      3.076584E-005
           0.436332                NaN                NaN                NaN     -1.503834E-004      2.327274E-005      3.207504E-005
           0.523599                NaN                NaN                NaN     -3.471308E-006      2.544816E-005      3.337680E-005
           0.610865                NaN                NaN                NaN      1.093472E-004      2.382886E-005      3.451245E-005
           0.698132      1.523227E-004      3.382916E-005      3.210839E-005      1.513232E-004      2.554956E-005      3.533263E-005
           0.785398                NaN                NaN                NaN      1.166595E-004      2.614583E-005      3.572453E-005
           0.872665                NaN                NaN                NaN     -1.343296E-005      3.120693E-005      3.567184E-005
           0.959931                NaN                NaN                NaN     -2.002368E-004      3.616659E-005      3.537684E-005
           1.047198      1.106279E-004      3.880274E-005      2.950637E-005     -3.619815E-004      4.014897E-005      3.547130E-005
           1.134464                NaN                NaN                NaN     -2.619966E-005      5.169985E-005      3.723574E-005
           1.221731                NaN                NaN                NaN      1.050532E-003      7.200278E-005      4.244413E-005
           1.308997                NaN                NaN                NaN      2.864691E-003      1.491669E-004      5.256879E-005
           1.396263      7.544281E-005      3.133808E-005      2.760914E-005      2.344056E-003      3.695850E-004      6.819981E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      8.932445E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      1.157699E-004
           1.745329      4.421226E-005      2.796648E-005      2.698109E-005                NaN                NaN                NaN
           2.094395     -1.301765E-004      2.776222E-005      2.790829E-005                NaN                NaN                NaN
           2.443461     -1.769454E-004      2.560017E-005      3.027271E-005                NaN                NaN                NaN
           2.792527     -1.354459E-004      2.555484E-005      3.178367E-005                NaN                NaN                NaN
           3.141593      9.959530E-006      2.745806E-005      3.279047E-005                NaN                NaN                NaN
           3.490659      8.284993E-005      2.846178E-005      3.235328E-005                NaN                NaN                NaN
           3.839725      9.020996E-005      2.947296E-005      3.092234E-005                NaN                NaN                NaN
           4.188790     -1.433033E-005      3.013950E-005      2.867700E-005                NaN                NaN                NaN
           4.537856     -9.070664E-005      2.991723E-005      2.749837E-005                NaN                NaN                NaN
           4.886922     -1.115644E-004      2.718457E-005      2.759348E-005                NaN                NaN                NaN
           5.235988     -8.294501E-005      2.995584E-005      2.898510E-005                NaN                NaN                NaN
           5.585054     -9.250306E-006      2.836617E-005      3.180555E-005                NaN                NaN                NaN
           5.934120      1.278418E-004      4.150616E-005      3.332549E-005                NaN                NaN                NaN
           6.283185      2.902711E-004      4.447523E-005      3.423059E-005                NaN                NaN                NaN
