model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -5.328890E-005      1.649513E-005      2.071692E-005      1.234568E-004      5.733214E-005      1.740927E-005
           0.087266                NaN                NaN                NaN      4.607219E-005      2.355899E-005      1.751087E-005
           0.174533                NaN                NaN                NaN     -4.526336E-005      1.823094E-005      1.789473E-005
           0.261799                NaN                NaN                NaN     -9.741446E-005      1.514697E-005      1.853577E-005
           0.349066     -2.582151E-005      2.113431E-005      2.092489E-005     -1.381479E-004      1.443469E-005      1.936024E-005
           0.436332                NaN                NaN                NaN     -1.192585E-004      1.428382E-005      2.028274E-005
           0.523599                NaN                NaN                NaN     -9.585623E-005      1.369636E-005      2.121182E-005
           0.610865                NaN                NaN                NaN      7.230684E-005      1.329840E-005      2.205479E-005
           0.698132     -4.550602E-005      1.481272E-005      1.989529E-005      1.536805E-004      1.375838E-005      2.272527E-005
           0.785398                NaN                NaN                NaN      2.293786E-004      1.375210E-005      2.316021E-005
           0.872665                NaN                NaN                NaN      1.355139E-004      1.581840E-005      2.335735E-005
           0.959931                NaN                NaN                NaN     -4.725357E-005      1.673383E-005      2.344911E-005
           1.047198     -3.208722E-005      1.437123E-005      1.905917E-005     -3.449981E-004      1.908450E-005      2.382478E-005
           1.134464                NaN                NaN                NaN     -4.473053E-004      2.318502E-005      2.525060E-005
           1.221731                NaN                NaN                NaN      1.444965E-004      3.138436E-005      2.878520E-005
           1.308997                NaN                NaN                NaN      1.708381E-003      4.828988E-005      3.535122E-005
           1.396263     -4.885452E-005      1.581432E-005      1.871463E-005      2.799326E-003      1.966983E-004      4.538497E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      5.894140E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      7.593807E-005
           1.745329      2.123390E-005      1.616824E-005      1.820116E-005                NaN                NaN                NaN
           2.094395      5.995429E-006      1.510561E-005      1.840814E-005                NaN                NaN                NaN
           2.443461     -1.049690E-005      1.436128E-005      1.932016E-005                NaN                NaN                NaN
           2.792527     -3.579430E-005      1.445414E-005      2.005514E-005                NaN                NaN                NaN
           3.141593     -5.936718E-005      1.555254E-005      2.069254E-005                NaN                NaN                NaN
           3.490659     -6.308853E-005      1.717042E-005      2.093136E-005                NaN                NaN                NaN
           3.839725     -8.741446E-005      1.910143E-005      2.003646E-005                NaN                NaN                NaN
           4.188790     -1.025179E-004      1.952397E-005      1.932946E-005                NaN                NaN                NaN
           4.537856      1.129852E-004      1.874475E-005      1.907617E-005                NaN                NaN                NaN
           4.886922      2.587713E-004      1.788775E-005      1.865333E-005                NaN                NaN                NaN
           5.235988      2.044616E-004      1.753866E-005      1.879308E-005                NaN                NaN                NaN
           5.585054      3.584474E-005      1.307863E-005      1.956022E-005                NaN                NaN                NaN
           5.934120     -2.237079E-005      1.333760E-005      2.017177E-005                NaN                NaN                NaN
           6.283185     -5.328890E-005      1.649513E-005      2.071692E-005                NaN                NaN                NaN
