model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      1.499158E-004      2.669634E-005      3.071156E-005      6.213798E-005      1.261202E-004      2.747827E-005
           0.087266                NaN                NaN                NaN      3.902862E-005      3.415573E-005      2.735354E-005
           0.174533                NaN                NaN                NaN      3.887795E-005      2.997423E-005      2.777222E-005
           0.261799                NaN                NaN                NaN      8.256908E-005      2.073805E-005      2.856622E-005
           0.349066      1.125541E-004      2.585738E-005      3.127267E-005     -2.680715E-005      1.977235E-005      2.962663E-005
           0.436332                NaN                NaN                NaN     -6.601551E-005      1.967173E-005      3.082343E-005
           0.523599                NaN                NaN                NaN     -6.851215E-005      2.018917E-005      3.201312E-005
           0.610865                NaN                NaN                NaN      6.226915E-006      2.080580E-005      3.304523E-005
           0.698132     -7.467689E-007      2.033257E-005      3.045733E-005      4.277647E-005      2.042471E-005      3.377174E-005
           0.785398                NaN                NaN                NaN      1.273874E-004      2.007525E-005      3.406793E-005
           0.872665                NaN                NaN                NaN      2.846192E-005      2.420795E-005      3.387992E-005
           0.959931                NaN                NaN                NaN     -2.780274E-005      2.711412E-005      3.332554E-005
           1.047198     -8.442944E-005      2.171164E-005      2.947029E-005     -2.819539E-004      3.364396E-005      3.288295E-005
           1.134464                NaN                NaN                NaN     -2.198651E-004      4.604010E-005      3.364015E-005
           1.221731                NaN                NaN                NaN      4.886129E-004      7.388802E-005      3.729837E-005
           1.308997                NaN                NaN                NaN      2.299639E-003      1.356033E-004      4.546932E-005
           1.396263     -9.731185E-005      1.782918E-005      2.821958E-005      1.705389E-003      2.892088E-004      5.886656E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      7.745210E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      1.009776E-004
           1.745329     -7.064285E-005      1.967348E-005      2.730604E-005                NaN                NaN                NaN
           2.094395      6.546468E-005      2.286835E-005      2.721209E-005                NaN                NaN                NaN
           2.443461      1.067456E-004      2.172553E-005      2.796971E-005                NaN                NaN                NaN
           2.792527      7.526398E-005      2.244315E-005      2.912298E-005                NaN                NaN                NaN
           3.141593     -4.218256E-008      2.229361E-005      3.059841E-005                NaN                NaN                NaN
           3.490659     -9.014676E-005      2.215408E-005      3.085548E-005                NaN                NaN                NaN
           3.839725     -1.371579E-004      2.424367E-005      3.040098E-005                NaN                NaN                NaN
           4.188790     -1.119417E-004      2.666803E-005      2.951337E-005                NaN                NaN                NaN
           4.537856     -7.997017E-005      2.580348E-005      2.872870E-005                NaN                NaN                NaN
           4.886922     -4.962201E-005      2.289773E-005      2.822170E-005                NaN                NaN                NaN
           5.235988      3.922148E-005      2.381541E-005      2.786104E-005                NaN                NaN                NaN
           5.585054      1.418379E-004      2.576317E-005      2.832852E-005                NaN                NaN                NaN
           5.934120      1.478451E-004      3.141503E-005      2.946692E-005                NaN                NaN                NaN
           6.283185      1.499158E-004      2.669634E-005      3.071156E-005                NaN                NaN                NaN
