model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      1.605170E-004      7.638097E-006      1.234395E-005     -2.244421E-005      5.162042E-005      1.152577E-005
           0.087266                NaN                NaN                NaN      1.147021E-006      1.829798E-005      1.136446E-005
           0.174533                NaN                NaN                NaN     -1.087439E-004      1.309906E-005      1.162195E-005
           0.261799                NaN                NaN                NaN     -2.539517E-004      1.124597E-005      1.203549E-005
           0.349066      1.767798E-004      8.170578E-006      1.185769E-005     -3.278800E-004      1.062080E-005      1.256289E-005
           0.436332                NaN                NaN                NaN     -3.161965E-004      9.761535E-006      1.315417E-005
           0.523599                NaN                NaN                NaN     -1.938466E-004      9.350216E-006      1.375375E-005
           0.610865                NaN                NaN                NaN      2.008509E-005      9.141025E-006      1.430180E-005
           0.698132      7.823597E-005      9.072267E-006      1.113491E-005      2.007893E-004      9.049375E-006      1.473629E-005
           0.785398                NaN                NaN                NaN      3.516945E-004      8.917502E-006      1.499900E-005
           0.872665                NaN                NaN                NaN      3.783726E-004      9.750456E-006      1.505098E-005
           0.959931                NaN                NaN                NaN      1.993996E-004      1.009047E-005      1.490749E-005
           1.047198      2.324334E-005      1.010173E-005      1.034652E-005     -2.222970E-004      1.112245E-005      1.470765E-005
           1.134464                NaN                NaN                NaN     -5.841329E-004      1.258081E-005      1.482441E-005
           1.221731                NaN                NaN                NaN     -5.812517E-004      1.479160E-005      1.593483E-005
           1.308997                NaN                NaN                NaN      5.200537E-004      2.104417E-005      1.882443E-005
           1.396263     -1.329572E-004      1.009782E-005      9.830351E-006      3.297039E-003      3.703287E-005      2.396527E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      3.141592E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      4.105764E-005
           1.745329     -1.725051E-004      9.550612E-006      9.896167E-006                NaN                NaN                NaN
           2.094395     -1.286772E-004      9.318837E-006      1.058403E-005                NaN                NaN                NaN
           2.443461     -9.111691E-005      8.276596E-006      1.167763E-005                NaN                NaN                NaN
           2.792527      4.210549E-005      7.296696E-006      1.266713E-005                NaN                NaN                NaN
           3.141593      1.712911E-004      7.075715E-006      1.266752E-005                NaN                NaN                NaN
           3.490659      1.935735E-004      8.590413E-006      1.212979E-005                NaN                NaN                NaN
           3.839725      1.097293E-004      1.050646E-005      1.134256E-005                NaN                NaN                NaN
           4.188790     -5.205297E-005      9.936460E-006      1.049884E-005                NaN                NaN                NaN
           4.537856     -1.115735E-004      9.453728E-006      9.934454E-006                NaN                NaN                NaN
           4.886922     -1.504510E-004      9.211645E-006      9.960542E-006                NaN                NaN                NaN
           5.235988     -1.832533E-004      8.662468E-006      1.062662E-005                NaN                NaN                NaN
           5.585054     -9.556088E-005      7.897018E-006      1.169661E-005                NaN                NaN                NaN
           5.934120      4.687098E-005      8.357280E-006      1.248205E-005                NaN                NaN                NaN
           6.283185      1.605170E-004      7.638097E-006      1.234395E-005                NaN                NaN                NaN
