model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      6.433667E-005      1.223490E-005      1.427153E-005      8.520002E-005      4.335924E-005      1.293988E-005
           0.087266                NaN                NaN                NaN      1.119709E-004      1.581008E-005      1.294060E-005
           0.174533                NaN                NaN                NaN     -1.958355E-005      1.268083E-005      1.310520E-005
           0.261799                NaN                NaN                NaN     -8.029182E-005      1.120594E-005      1.342383E-005
           0.349066      2.055481E-004      1.137062E-005      1.437378E-005     -1.202972E-004      1.052235E-005      1.385297E-005
           0.436332                NaN                NaN                NaN     -1.242483E-004      9.922347E-006      1.433872E-005
           0.523599                NaN                NaN                NaN     -5.357460E-005      1.011775E-005      1.481906E-005
           0.610865                NaN                NaN                NaN      2.839651E-005      1.002883E-005      1.522641E-005
           0.698132      2.229610E-004      1.269139E-005      1.421151E-005      9.755765E-005      1.009454E-005      1.549239E-005
           0.785398                NaN                NaN                NaN      1.585711E-004      1.026599E-005      1.555918E-005
           0.872665                NaN                NaN                NaN      1.641839E-004      1.090690E-005      1.540616E-005
           0.959931                NaN                NaN                NaN      3.842445E-005      1.120344E-005      1.510747E-005
           1.047198      1.035899E-004      1.215505E-005      1.376788E-005     -2.300692E-004      1.222990E-005      1.494005E-005
           1.134464                NaN                NaN                NaN     -3.290978E-004      1.547094E-005      1.551399E-005
           1.221731                NaN                NaN                NaN      4.138559E-005      2.230428E-005      1.771727E-005
           1.308997                NaN                NaN                NaN      1.331673E-003      3.779220E-005      2.227518E-005
           1.396263     -8.313327E-005      9.713810E-006      1.314231E-005      3.649991E-003      1.095454E-004      2.942029E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      3.908401E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      5.114728E-005
           1.745329     -1.177360E-004      7.901941E-006      1.275052E-005                NaN                NaN                NaN
           2.094395     -3.527803E-005      9.126311E-006      1.274043E-005                NaN                NaN                NaN
           2.443461      3.490056E-006      9.636335E-006      1.313186E-005                NaN                NaN                NaN
           2.792527      9.861454E-006      8.266697E-006      1.342019E-005                NaN                NaN                NaN
           3.141593      9.703306E-006      7.191583E-006      1.345014E-005                NaN                NaN                NaN
           3.490659      3.805817E-005      7.411913E-006      1.340038E-005                NaN                NaN                NaN
           3.839725      6.600210E-005      8.072042E-006      1.317903E-005                NaN                NaN                NaN
           4.188790      4.291307E-005      8.453285E-006      1.281682E-005                NaN                NaN                NaN
           4.537856     -5.548806E-006      8.300906E-006      1.244491E-005                NaN                NaN                NaN
           4.886922     -3.269567E-005      7.486994E-006      1.237325E-005                NaN                NaN                NaN
           5.235988     -9.058503E-005      8.489120E-006      1.269358E-005                NaN                NaN                NaN
           5.585054     -1.060124E-004      1.030925E-005      1.341932E-005                NaN                NaN                NaN
           5.934120     -1.972008E-005      1.271274E-005      1.398502E-005                NaN                NaN                NaN
           6.283185      6.433667E-005      1.223490E-005      1.427153E-005                NaN                NaN                NaN
